"id","nom","visuel","raison_sociale","adresse1","adresse2","adresse3","code_postal","ville","latitude","longitude","SIRET","APE","RCS","agence_CTRB","licence_agrement","tel_fixe","tel_mobile","fax","email","site_web","resa_directe","type_hotel","categorie","nb_chambre_pref","nb_chambre_dispo_location","nb_chambre","nb_chambre_familiales","nb_suites","nb_chambre_pers_mobilite_reduite","nb_salle_reunion","label","chaine","description","ouverture","langue","animaux_acceptes","resa_derniere_minute","parking_autocars","groupes_acceptes","groupe_nb_mini","groupe_nb_maxi","gratuite_groupes","commissionnement_agence_voyages","mode_paiement","confort","equipement","service","activites","description_animations","tarif_mini_chambre_double_hors_petit_dej","tarif_maxi_chambre_double_hors_petit_dej","tarif_mini_chambre_familiale","tarif_maxi_chambre_familiale","tarif_mini_suite","tarif_maxi_suite","tarif_mini_petit_dej","tarif_maxi_petit_dej","tarif_mini_demi_pension","tarif_maxi_demi_pension","tarif_mini_VRP_diner_petit_dej","tarif_maxi_VRP_diner_petit_dej","tarif_mini_groupe_chambre_double_petit_dej","tarif_maxi_groupe_chambre_double_petit_dej","tarif_mini_groupe_demi_pension","tarif_maxi_groupe_demi_pension"
"89","""Hôtel-Restaurant """"Les Jardins de la Saône""""""","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000550.jpg","""Hôtel-Restaurant """"Les Jardins de la Saône""""""","Rive Gauche - Quai Georges Bardin",,,"71700","Tournus","46,5706241","4,9149959","40285272700013",,,,,"03 85 51 20 65",,,"mailto: lesjardinsdelasaone@orange.fr","http://www.lesjardinsdelasaone.fr",,"Hôtels - restaurant","2 étoiles","12.0","12.0","12",,,,,,,"En bord de Saône, hôtel calme, avec vue panoramique sur la ville de Tournus. Parc. 12 chambres face à la Saône et au parc. Spécialités régionales. Nouveauté 2010 : guinguette dans le parc du 1er avril au 30 septembre.",,,"Oui",,"Oui","Oui","10.","30.0",,,,,"Bar, Jardin, Parc, Parking privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"90","Hôtel-Restaurant Akena","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146264.jpg","Hôtel-Restaurant Akena","4, rue de la Liberté",,,"71000","Mâcon","46,3163487","4,8231341","33780295300014","551016",,,,"03 85 29 02 50",,"03 85 34 19 97","mailto: relaismacon71@hotels-akena.com","http://www.hotels-akena.com",,"Hôtels - restaurant","2 étoiles","76.0","64.0","64","2.0",,,"5.0",,,"""Un établissement proche du centre ville. Quatre salles de séminaire/banquet équipées. Piscine, parking, bar, salon... Un restaurant ouvert tous les jours avec sa formule """"buffet à volonté"""" et """"wok"""".""","Ouvert toute l'année.","Anglais, Espagnol, Français","Oui","Oui","Oui","Oui","20.","150.","Une gratuité pour 20 personnes payantes.","Oui",,"Télévision, Câble/ satellite, Télévision, Wifi","Restaurant",,"Piscine plein-air",,"52.0","54.0","87","91",,,"6.0",,,,,,"29.0","31.0","53.0","55.0"
"91","Hôtel-Restaurant Auberge de la Tour","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000339.jpg","Hôtel-Restaurant Auberge de la Tour","604, rue Vremontoise",,,"71000","Sennecé-les-Mâcon","46,3575947","4,8328734","99845760000018","551A","B998457600",,,"03 85 36 02 70",,"03 85 36 03 47","mailto: aubergedelatour@wanadoo.fr","http://www.auberge-tour.fr","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=462","Hôtels - restaurant","2 étoiles","23.0","24.0","23","5.0",,,"1.0","Qualité Tourisme, Logis","Logis","Une auberge familiale et conviviale à la campagne à une minute de Mâcon Nord, sortie n°28 sur l'A6 et à 5 minutes du centre-ville de Mâcon. Feu de bois, terrasse, cuisine soignée. Hôtel au confort Logis de France 3 cheminées.",,"Anglais, Allemand, Portugais","Oui",,"Oui",,,,,,"Chèques Vacances","Accès Internet, Câble/ satellite, Mini-bar, Télévision","Bar, Jardin, Jeux pour enfants, Local matériel fermé, Parc, Parking privé, Restaurant","Service en chambre",,,,,"0","0",,,,,,,,,,,,
"92","Hôtel-Restaurant Au Puits Enchanté","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000389.jpg","Hôtel-Restaurant Au Puits Enchanté","Route de Verdun","1, place René Cassin",,"71620","Saint-Martin-en-Bresse","46,8179566","5,060623","34512055400018","6708",,,,"03 85 47 71 96",,"03 85 47 74 58","mailto: chateau.jacky@wanadoo.fr","http://www.aupuitsenchante.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=2100","Hôtels - restaurant","2 étoiles","14.0","13.0","13","1.0",,,"1.0","Qualité Tourisme, Logis","Logis","Chaleureuse maison familiale nichée dans un petit village de la Bresse Bourguignonne. Traditions, terroirs et belles caves vous sont proposés au restaurant. Chambres avec téléphone, réveil, télévision. Parking privé et fermé.","Fermé du 02/01/2011 au 21/01/2011, du 13/03/2011 au 18/03/2011, du 18/09/2011 au 27/09/2011 et du 20/11/2011 au 29/11/2011 et fermé le lundi et le mardi.","Anglais, Allemand","Oui",,"Oui","Oui","20.","20.0",,"Oui","Chèques Vacances","Accès Internet, Télévision","Bar, Jardin, Parking privé, Restaurant","Service en chambre",,,"56.0","65.0","78","78",,,"9.0",,"55.0","58.0","61.0",,"35.0","42.0","54.0","61.0"
"93","Hôtel-Restaurant Aux Terrasses","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146372.jpg","Hôtel-Restaurant Aux Terrasses","18, avenue du 23 Janvier",,,"71700","Tournus","46,5592313","4,9145088","4486146850015","551A","79A44",,,"03 85 51 01 74",,"03 85 51 09 99","mailto: courrier@aux-terrasses.com","http://www.aux-terrasses.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=1047","Hôtels - restaurant","2 étoiles","18.0","25.0","18","7.0","1.0","1.0","1.0","Qualité Tourisme, Logis",,"Pour prolonger votre séjour parmi nous, nous vous proposons nos 18 chambres contemporaines et colorées. Toutes différentes, elles vous offriront en solo, en couple ou en famille tout le confort moderne : téléphone, sèche-cheveux, télévision écran LCD, satellite et chaînes étrangères, climatisation, WIFI gratuit et illimité.",,"Anglais","Oui","Oui","Non","Oui",,"40.0",,,"Chèques Vacances","Accès Internet, Climatisation, Télévision, Câble/ satellite, Wifi, Mini-bar","Bar, Jardin, Parking privé, Restaurant, Ascenseur","Coffres clients, Wifi",,,"75.0","190.","120","127","190.","250.","15.0","15.0",,,,,,,,
"94","Hôtel-Restaurant Aux Vendanges de Bourgogne","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146275.jpg","Hôtel-Restaurant Aux Vendanges de Bourgogne","5, rue Denis Papin",,,"71600","Paray-le-Monial","46,451736","4,1235864","43854732500011","551A",,,,"03 85 81 13 43",,"03 85 88 87 59","mailto: hotel.vendanges.de.bourgogne@wanadoo.fr","http://www.auxvendangesdebourgogne.fr","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=2503","Hôtels - restaurant","2 étoiles (nouveau classement), 2 étoiles (hôtel)","17.0","17.0","17","3.0","1.0",,"2.0","Qualité Tourisme, Logis, Tour de Bourgogne à vélo","Logis","Situé à cinq minutes à pied du centre ville et de la basilique, le long du canal du Centre et de la Voie Verte. Cadre entièrement rénové, avec à votre disposition un parking, garage fermé et une terrasse d'été. Wifi gratuit.",,"Anglais, Espagnol","Oui","Oui","Oui","Oui","15.","30.0","1 gratuité pour 20 personnes payantes.",,"Chèques Vacances","Accès Internet, Canal +, Télévision, Câble/ satellite, Wifi","Bar, Garage privé, Jardin, Jeux pour enfants, Parking privé, Restaurant",,,,"56.0","60.0","66","127","130.","180.","8.0","10.0","67.0","80.0","61.0","75.0",,,,
"95","Hôtel-Restaurant Best Hotel","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000413.jpg","Hôtel-Restaurant Best Hotel","20, rue de la Madone",,,"71000","Sancé","46,3333334","4,8420354","38397657800013","6708",,,,"03 85 39 09 26",,"03 85 38 99 79","mailto: besthotel.macon@wanadoo.fr","http://www.besthotel.fr",,"Hôtels - restaurant","2 étoiles","34.0","38.0","34","4.0",,"2.0",,,"Best Hotel","Hôtel** traditionnel avec un très bon rapport qualité/prix. Proche des commerces et à 3 minutes de la sortie d'autoroute.","Ouvert toute l'année.",,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"96","Hôtel-Restaurant Campanile",,"Hôtel-Restaurant Campanile",,"ZAC des Bouchardes",,"71570","Chaintré","46,2607969","4,7591383","34075290600016","6708",,,,"03 85 23 98 88",,"03 85 37 45 55",,"http://www.campanile.fr",,"Hôtels - restaurant","2 étoiles (nouveau classement), 2 étoiles (hôtel)","41.0","41.0","41",,,,,,"Campanile",,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"97","Hôtel-Restaurant Campanile Mâcon Nord",,"Hôtel-Restaurant Campanile Mâcon Nord","Rue des Grandes Teppes","ZAC de Sennecé",,"71000","Sennecé-les-Mâcon","46,3613831","4,8457298",,,"B352641419",,,"03 85 23 81 00",,"03 85 37 52 40","mailto: macon.sennece@campanile.fr","http://www.campanile.fr",,"Hôtels - restaurant","3 étoiles (nouveau classement), 3 étoiles (hôtel)","49.0","49.0","49",,,,,,"Campanile",,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"98","Hôtel-Restaurant Charme en Mâconnais",,"Hôtel-Restaurant Charme en Mâconnais",,"ZA de Sennecé",,"71000","Sennecé-les-Mâcon","46,3620458","4,8338665","41146854900026","551A","A411468549",,,"03 85 23 84 84",,"03 85 37 58 25",,,,"Hôtels - restaurant","2 étoiles","40.0","40.0","40",,,,,"Qualité Tourisme","Citotel","Idéalement situé sur l'axe nord/sud, l'hôtel-restaurant vous offre toute l'année, 24h/24, la tradition de l'accueil familial et le confort de l'hôtellerie moderne.",,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"99","Hôtel-Restaurant de Bourgogne","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146230.jpg","Hôtel-Restaurant de Bourgogne","Place de l'Abbaye",,,"71250","Cluny","46,4349283","4,6573319","42290919200011","551A",,,,"03 85 59 00 58",,"03 85 59 03 73","mailto: contact@hotel-cluny.com","http://www.hotel-cluny.com",,"Hôtels - restaurant","3 étoiles (nouveau classement), 3 étoiles (hôtel)","16.0","16.0","16",,"3.0","1.0",,,,"Hôtel-restaurant traditionnel de 13 chambres et 3 suites, construit en 1816. Meubles directoires. Salle à manger et cheminée.","Fermé du 01/01 au 31/01 et du 01/12 au 31/12.","Anglais, Allemand, Espagnol","Oui",,,"Oui",,"30.0",,"Oui",,"Câble/ satellite, Climatisation, Mini-bar, Télévision","Bar, Garage privé, Jardin, Restaurant","Service en chambre",,,"89.0","99.0","0","0","159.",,"10.5","10.5","124.5","134.5",,,,,,
"100","Hôtel-Restaurant de Bourgogne",,"Hôtel-Restaurant de Bourgogne","9, route de Charolles",,,"71800","La Clayette","46,2934522","4,3044886","45047819300011","551A",,,,"03 85 28 90 50","06 08 70 54 25","03 85 28 90 69","mailto: hoteldebourgogne0421@orange.fr",,,"Hôtels - restaurant",,"13.0","13.0","13","3.0",,,,,,"Hôtel-restaurant de tourisme, au cœur du Brionnais, à côté du château. Restauration traditionnelle. Menu du jour. Spécialités charolaises.",,"Anglais","Oui","Oui","Oui","Oui","10.","60.0",,,"Chèques Vacances","Accès Internet, Télévision, Wifi","Bar, Garage privé, Parking privé, Restaurant","Service en chambre",,,,,"0","0",,,,,,,,,,,,
"101","Hôtel-Restaurant de France","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146379.jpg","Hôtel-Restaurant de France","18, avenue de la République",,,"71400","Autun","46,9562319","4,2967392","38537818700012","6708",,,,"03 85 52 14 00",,"03 85 86 14 52",,"http://www.hotel-de-france-autun.fr",,"Hôtels - restaurant",,"21.0","26.0","21",,,,,,,"Hôtel situé face à la gare, à deux minutes du centre ville.","Fermé du 07/02/2011 au 27/02/2011 et le dimanche soir.",,"Oui",,"Oui","Oui",,"50.0",,,,"Télévision, Wifi","Bar, Parking privé, Restaurant",,,,"25.0","41.0","51","66",,,,"5.0","35.0",,"40.5","56.5",,,"38.0",
"102","Hôtel-Restaurant de l'Abbaye",,"Hôtel-Restaurant de l'Abbaye","Avenue Charles de Gaulle",,,"71250","Cluny","46,428263","4,6618434","38096579800016","551A",,,,"03 85 59 11 14",,"03 85 59 09 76","mailto: hotel@abbaye-cluny.fr","http://www.abbaye-cluny.fr","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=2545","Hôtels - restaurant","2 étoiles","16.0","12.0","12",,,,,"Logis, Qualité Tourisme","Logis",,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"103","Hôtel-Restaurant de l'Hôtel de Ville","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146400.jpg","Hôtel-Restaurant de l'Hôtel de Ville","10, place de l'Hôtel de Ville",,,"71350","Verdun-sur-le-Doubs","46,8990415","5,0231194","50504123600017","5510Z","2008B279",,,"03 85 91 56 19",,,"mailto: chantal.tissier2@orange.fr",,,"Hôtels","Sans étoile","6.0","6.0","6","3.0",,,,,,"L'hôtel est situé dans le vieux Verdun, petit village touristique au cœur des trois rivières (la Saône, le Doubs et la Dheune). Il dispose d'une grande terrasse ombragée par de très beaux marronniers. Voie Bleue à proximité. Grand parking face à l'hôtel.",,,"Oui","Oui","Oui","Oui",,"15.0",,"Non",,,"Bar, Jardin, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"104","Hôtel-Restaurant de la Basilique","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146273.jpg","Hôtel-Restaurant de la Basilique","18, rue de la Visitation",,,"71600","Paray-le-Monial","46,4508873","4,1220155","32784200100015","6708","83B52",,,"03 85 81 11 13",,"03 85 88 83 70","mailto: resa@hotelbasilique.com","http://www.hotelbasilique.com/","http://www.booking.com/hotel/fr/de-la-basilique.fr.html?aid=305370,label=fr-Zu1ds69YVqh9fwJcSrqtege,sid=5c2080a5a44d50a7fd60101bbe6d14df,dcid=1,srfid=e8983baa6afc6eac303fd299a3bc91b882ad780fX3","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","53.0","49.0","49","2.0",,"0.0","0.0","Tables et Auberges de France",,"Entre la basilique romane et l'Hôtel de Ville Renaissance, savourez le calme de notre situation privilégiée, la chaleureuse ambiance familiale de notre maison et l'authenticité de notre cuisine bourguignonne. Vue sur la basilique illuminée chaque soir.","Ouvert du 25/03 au 28/10.","Allemand, Anglais","Oui","Oui","Non","Oui","15.","110.","Une gratuité pour 20 personnes payantes.","Non","Chèques Vacances","Câble/ satellite, Télévision","Ascenseur, Bar, Garage privé, Restaurant","Coffres clients, Service en chambre, Voiturier",,,"50.0","68.0","74","94","74.0",,"7.5",,,,"70.0","80.0",,,,
"105","Hôtel-Restaurant de la Gare","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146245.jpg","Hôtel-Restaurant de la Gare","38, rue de la Gare",,,"71800","La Clayette","46,287778","4,299975","42990712700011","551A","429907127",,,"03 85 28 01 65",,"03 85 28 03 13","mailto: hoteldelagare71@aol.com","http://www.hoteldelagare71.fr",,"Hôtels - restaurant","2 étoiles","9.0","8.0","8",,,,"1.0",,,"Au cœur du Brionnais, dans un cadre agréable, environné d'un reposant jardin fleuri et d'une piscine. A proximité, églises romanes, musées, promenades équestres et VTT, randonnées pédestres. La responsable est allemande.",,"Allemand","Oui",,,"Oui","20.","130.","1 gratuité à partir de 20 personnes payantes.",,"Chèques Vacances","Télévision","Bar, Garage privé, Jardin, Parking privé, Restaurant","Service en chambre","Piscine plein-air",,"44.5","64.5","0","64",,,"6.7",,"43.7","61.0","60.0",,,,,
"106","Hôtel-Restaurant de la Gare","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000301.jpg","Hôtel-Restaurant de la Gare","79, avenue du Général de Gaulle",,,"71160","Digoin","46,4842241","3,9872211","33751676900011","551A",,,,"03 85 53 03 04",,"03 85 53 14 70","mailto: jean-pierre.mathieu@worldonline.fr","http://www.hoteldelagare.fr",,"Hôtels - restaurant","3 étoiles","13.0","12.0","12",,"1.0",,"1.0",,,"A quelques pas du port de plaisance. Chambres rénovées, spacieuses. Le calme d'une maison de caractère où se mêlent la beauté du passé, le confort d'aujourd'hui. Vous apprécierez la tranquillité et la fraîcheur du jardin ombragé.",,"Anglais","Oui",,"Oui","Oui",,"28.0",,,,"Accès Internet, Télévision","Bar, Garage privé, Jardin, Parking privé, Restaurant","Service en chambre",,,,,"0","0",,,,,,,,,,,,
"107","Hôtel-Restaurant de la Gare","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000546.jpg","Hôtel-Restaurant de la Gare",,,,"71460","Saint-Gengoux-le-National","46,6149026","4,6628947","42409652700017","551A","A424096527",,,"03 85 94 18 50",,"03 85 94 18 51",,,,"Hôtels - restaurant",,"11.0","7.0","7",,,,,,,"Au cœur du vignoble et de la Voie Verte et au bord d'une cité médiévale.",,,"Oui",,"Oui","Oui",,,,,"Chèques Vacances","Télévision","Bar, Garage privé, Jardin, Jeux pour enfants, Parking privé, Restaurant","Service en chambre",,,,,"0","0",,,,,,,,,,,,
"108","Hôtel-Restaurant de la Paix","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146295.jpg","Hôtel-Restaurant de la Paix","9, rue Jean Jaurès",,,"71700","Tournus","46,5638273","4,911737","30947997000019","5510Z","B30947997077",,,"03 85 51 01 85",,"03 85 51 02 30","mailto: info@hotel-de-la-paix.fr","http://www.hotel-de-la-paix.fr","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=329","Hôtels - restaurant","2 étoiles","23.0","25.0","23","6.0",,"2.0",,"Logis, Qualité Tourisme","Logis","A 3 minutes de l'autoroute et à deux pas de la prestigieuse abbaye Saint-Philibert, l'hôtel vous accueille au centre ville, à l'écart du trafic routier.","Ouvert du 01/12 au 31/10 (se renseigner au préalable).","Anglais, Français","Oui","Oui",,"Oui","15.","70.0","1 gratuité pour 20 personnes payantes.",,,"Câble/ satellite, Télévision, Wifi","Bar, Garage privé, Restaurant",,,,"58.0","68.0","73","93",,,"8.5","8.5","53.0","69.0","68.0","81.0",,,"47.0","62.0"
"109","Hôtel-Restaurant de la Poste","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146219.jpg","Hôtel-Restaurant de la Poste","2, avenue de la Libération",,,"71120","Charolles","46,4289803","4,2761196","31434096900018","551A",,,,"03 85 24 11 32",,"03 85 24 05 74","mailto: reservation@hotel-laposte-doucet.com","http://www.hotel-laposte-doucet.com/",,"Hôtels - restaurant","4 étoiles (hôtel), 4 étoiles (nouveau classement)","15.0","15.0","15",,"2.0","1.0","2.0","Tourisme et Handicap MENTAL, Tourisme et Handicap MOTEUR, Qualité Tourisme","Châteaux et Hôtels Collection","""Quittez les grands axes et plongez dans le Charolais, l'environnement vous émerveillera. L'hôtel de la Poste et sa dépendance la Villa Kiwis, située au bord de la rivière et d'un merveilleux jardin, proposent des chambres et",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"110","des suites très raffinées et toutes équipées. Cette demeure vous invite aux plaisirs de la table. Vous y goûterez une cuisine nouvelle, pleine de saveurs, de couleurs, de fraîcheur, préparée par le chef de cuisine Frédéric Doucet, toujours aux fourneaux, qui vient de recevoir une étoile au guide Michelin 2012.""",,"Anglais","Oui",,"Oui","Oui","20.0","80.0",,,,"Accès Internet, Câble/ satellite","Bar","Service en chambre",,,,,,,,,,,"0",,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"111","Hôtel-Restaurant de la Poste la Marquise","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000388.jpg","Hôtel-Restaurant de la Poste la Marquise","9-11, place du Château",,,"71270","Pierre-de-Bresse","46,8828239","5,2678426","A3427481760001","551A",,,,"03 85 76 24 47",,"03 85 76 24 47",,,,"Hôtels - restaurant",,"13.0","7.0","7",,,"2.0","2.0",,,"Ancien relais de poste situé face au château de Pierre-de-Bresse. Menus gastronomiques.",,"Allemand, Espagnol","Oui",,"Oui","Oui",,,,,"Chèques Vacances",,"Bar, Garage privé, Parking privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"112","Hôtel-Restaurant de la Poularde","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000451.jpg","Hôtel-Restaurant de la Poularde","5, rue du Jura",,,"71500","Louhans","46,6302193","5,2282951","47997018800013","551A","479970188",,,"03 85 75 03 06",,"03 85 75 47 54","mailto: lapoularde@wanadoo.fr",,"http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=1920","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","8.0","8.0","8","3.0",,,,"Logis, Qualité Tourisme","Logis","A 300 mètres du centre de Louhans, sur la Nationale 78 reliant Louhans à Lons-le-Saunier.",,"Anglais","Oui","Oui","Oui",,,,,,"Chèques Vacances","Télévision","Bar, Garage privé, Parking privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"113","Hôtel-Restaurant de Lucy",,"Hôtel-Restaurant de Lucy","2-4, quai du Nouveau Port",,,"71300","Montceau-les-Mines","46,6632689","4,3495581",,,,,,"03 85 57 26 44",,,"mailto: hoteldelucy@free.fr","http://www.hotel-lucy.fr",,"Hôtels - restaurant",,,,"10",,,,,,,"Chambres avec ou sans douche/wc. A partir de 3 jours, formule pension ou demi-pension du lundi au vendredi midi. Petit-déjeuner sur réservation.",,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,
"114","Hôtel-Restaurant des Trois Maures","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146228.jpg","Hôtel-Restaurant des Trois Maures","4, place de la République",,,"71490","Couches","46,8687237","4,5735791","42196726600014","551A",,,,"03 85 49 63 93",,"03 85 49 50 29","mailto: tolfotel@wanadoo.fr","http://www.hoteldestroismaures.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=347","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","34.0","34.0","34","7.0",,"2.0","2.0","Logis, Qualité Tourisme, Bourgogne Séminaires, Tour de Bourgogne à vélo","Logis","Dans un pays de traditions et de légendes, au centre du village de Couches, l'hôtel est un ancien relais de poste sur la route du vignoble.","Du 01/10 au 15/06, ouvert du mardi soir au dimanche soir et du 15/06 au 30/09, ouvert tous les jours.","Anglais, Italien","Oui",,"Non","Oui","20.","75.0","1 gratuité pour 20 personnes payantes.","Oui","Chèques Vacances","Accès Internet, Câble/ satellite, Télévision, Wifi","Ascenseur, Bar, Jardin, Parking privé, Restaurant","Wifi","Piscine couverte, Piscine plein-air",,"64.0",,"95","0",,,"9.0",,"59.0",,,"75.0",,,,
"115","Hôtel-Restaurant des Voyageurs",,"Hôtel-Restaurant des Voyageurs","Le Bourg",,,"71140","Cronat","46,7215601","3,6840929",,,,,,"03 85 84 74 30",,"03 85 84 75 19","mailto: sicard-jacques@wanadoo.fr",,,"Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","9.0","9.0","9",,,,,,,,,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"116","Hôtel-Restaurant Doubs Rivage","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146218.jpg","Hôtel-Restaurant Doubs Rivage","8, rue de la Chapelle",,,"71270","Charette-Varennes","46,9179257","5,1997497","44832409500018","551A",,,,"03 85 76 23 45",,"03 85 76 89 29","mailto: hotel.doubsrivage@wanadoo.fr","http://www.doubs-rivage.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=1250","Hôtels - restaurant","2 étoiles","11.0","10.0","10",,,,"1.0","Aventures Mômes, Qualité Tourisme, Logis","Logis","Dans un grand parc, près de la rivière le Doubs.",,"Anglais","Oui",,"Oui",,,,,,"Chèques Vacances","Accès Internet, Télévision","Bar, Garage privé, Jardin, Jeux pour enfants, Local matériel fermé, Parc, Parking privé, Restaurant","Service en chambre",,,"65.0","70.0","80","0",,,"8.5",,"55.0","66.0","70.0","82.0",,,,
"117","Hôtel-Restaurant du Centre",,"Hôtel-Restaurant du Centre","1, rue Joseph Lambert",,,"71450","Blanzy","46,6960287","4,3911398","44179146400015","551A","441791464",,,"03 85 68 03 82",,"03 85 68 08 79","mailto: hotelducentre6@wanadoo.fr",,,"Hôtels - restaurant",,"16.0","16.0","16",,,,,,,"Ancien relais de diligences (150 ans).",,,,,,,,,,,,,"Restaurant",,,,,,"0","0",,,,,,,,,,,,
"118","Hôtel-Restaurant du Champ de Foire","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000382.jpg","Hôtel-Restaurant du Champ de Foire","2, rue Desrichard",,,"71600","Paray-le-Monial","46,4538499","4,1175591","39905171300010","551A","B399051713",,,"03 85 81 01 68",,"03 85 88 86 30",,,,"Hôtels - restaurant","Sans étoile","9.0","8.0","8",,,,,,,"Établissement simple et accueillant, situé au cœur de Paray-le-Monial, à proximité de la rue piétonne. Cuisine familiale, belle vue sur la place de l'Europe très fleurie.",,,"Oui",,"Oui","Oui",,,,,"Chèques Vacances",,"Bar, Parking privé, Restaurant",,,,,,"0","0",,,,,,,,,,,,
"119","Hôtel-Restaurant du Commerce","http://www.bourgogne-du-sud.com/images/bdd/photos/HOTBOU0710000331.jpg","Hôtel-Restaurant du Commerce","Place Henri Dureault",,,"71460","Joncy","46,6152579","4,5562248","424097608","551A",,,,"03 85 96 27 20",,"03 85 96 21 76",,,"http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=3415","Hôtels - restaurant","2 étoiles","9.0","9.0","9",,,,"1.0","Logis, Qualité Tourisme","Logis","Vieille bâtisse en pierres située au cœur du village. Cour intérieure, parking, terrasse. Chambres rénovées. Cuisine gastronomique.","Ouvert toute l'année.","Anglais","Oui",,,"Oui",,,,,,"Mini-bar, Télévision","Bar, Jardin, Jeux pour enfants, Parking privé, Restaurant, Local matériel fermé","Service en chambre",,,,,"0","0",,,,,,,,,,,,
"120","Hôtel-Restaurant du Commerce et Touring","http://www.bourgogne-du-sud.com/images/bdd/photos/100083/1/146197.jpg","Hôtel-Restaurant du Commerce et Touring","20, avenue de la République",,,"71400","Autun","46,9562319","4,2967392","40482311400016","5910 z","B404823114",,,"03 85 52 17 90",,"03 85 52 37 63","mailto: hotelducommerce.touring@wanadoo.fr","http://www.hotel-commerce-touring-autun.com","http://ldf.reservit.com/reservit/reserhotel.php?id=12&partid=378&hotelid=3068","Hôtels - restaurant","2 étoiles (hôtel), 2 étoiles (nouveau classement)","18.0","18.0","18","3.0",,,"1.0","Qualité Tourisme, Logis","Logis","""Hôtel-restaurant traditionnel en Logis de France. Accueil et cuisine bourguignonne. """"Maître Restaurateur"""" - Label """"qualité Tourisme"""".""","Fermé en janvier.","Anglais","Oui","Oui","Oui","Oui","10.","80.0","""1 gratuité pour 20 personnes.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
